Magazine,Number of contribution in magazine,Contributor: Last name / first name,Pseudonym / abbreviation used,Source of contributor data,Sex,Country of Origin,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,Type of contribution: comparable,Language,Dedication,Translator,Original language
Gente Vieja,1876,Anonymous,,n.I.,NA,NA,NA,NA,NA,Fortuny,105,1904-03-15,1904-03-15,Image,n.I.,,,
Gente Vieja,1877,"Fortuny, Mariano",,http://viaf.org/viaf/66475439,M,Spain,1838,1874,deceased,La Vicaria,105,1904-03-15,1904-03-15,Image,n.I.,,,
Gente Vieja,1878,"León, Félix de",,http://viaf.org/viaf/64293655,M,Spain,1790,1854,deceased,Remembranza. En la coronación de S. M. el Rey,105,1904-03-15,1904-03-15,Lyricism,Spanish,,,
Gente Vieja,1879,"Mellado, Fernando",,First search unsuccessful,M,NA,NA,NA,NA,La guerra,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1880,"Zapata, Marcos",,http://viaf.org/viaf/30877402,M,Spain,1845,1913,59,Aquellos tiempos: El dos de mayo de 1808 (fragmento),105,1904-03-15,1904-03-15,Lyricism,Spanish,,,
Gente Vieja,1881,"Estévanez, Nicolás",,http://viaf.org/viaf/2569736,M,Spain,1838,1914,66,La vejez militante: Don Nicolás Estévanez,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1882,Anonymous,,n.I.,NA,NA,NA,NA,NA,Don Nicolás Estévanez,105,1904-03-15,1904-03-15,Image,n.I.,,,
Gente Vieja,1883,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,De teatros,105,1904-03-15,1904-03-15,Review,Spanish,,,
Gente Vieja,1884,"Mancheño y Olivares, Miguel",,http://viaf.org/viaf/38719224,M,Spain,1843,1922,61,Un indulto de Felipe II,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1885,Un viejo,,n.I.,M,NA,NA,NA,NA,Redactor espontáneo: Al artículista Malvina,105,1904-03-15,1904-03-15,Lyricism,Spanish,,,
Gente Vieja,1886,Un Macero del Congreso,,n.I.,M,NA,NA,NA,NA,Revista política,105,1904-03-15,1904-03-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1887,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron: La Revolución de 1854,106,1904-03-30,1904-03-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1888,Anonymous,,n.I.,NA,NA,NA,NA,NA,Quema de los muebles de la Casa de Sartorias,106,1904-03-30,1904-03-30,Image,n.I.,,,
Gente Vieja,1889,Anonymous,,n.I.,NA,NA,NA,NA,NA,Quema de los muebles de la Casa de Salamanca,106,1904-03-30,1904-03-30,Image,n.I.,,,
Gente Vieja,1890,Anonymous,,n.I.,NA,NA,NA,NA,NA,Toma del Principal por el pueblo de Madrid,106,1904-03-30,1904-03-30,Image,n.I.,,,
Gente Vieja,1891,Anonymous,,n.I.,NA,NA,NA,NA,NA,Centinela de una de las barricadas de la calle de Toledo,106,1904-03-30,1904-03-30,Image,n.I.,,,
Gente Vieja,1892,"Valero de Tornos, Juan",Garci-Fernández,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Periodistas españoles del siglo XIX,106,1904-03-30,1904-03-30,Review,Spanish,,,
Gente Vieja,1893,"Valero Martín, Alberto",,http://viaf.org/viaf/107017554,M,Spain,1882,1941,22,De la aldea,106,1904-03-30,1904-03-30,Lyricism,Spanish,,,
Gente Vieja,1894,"Madariaga, Federico de",,http://viaf.org/viaf/87094284,M,Spain,1846,1927,58,Milicia vieja: El pinche Manuel,106,1904-03-30,1904-03-30,Fictional Prose,Spanish,,,
Gente Vieja,1895,Un manolo viejo,,n.I.,M,NA,NA,NA,NA,Una rectificación rectificada,106,1904-03-30,1904-03-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1896,"Mancheño y Olivares, Miguel",,http://viaf.org/viaf/38719224,M,Spain,1843,1922,61,Un indulto de Felipe II (conclusión),106,1904-03-30,1904-03-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1897,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,Notas bibliográficas,106,1904-03-30,1904-03-30,Review,Spanish,,,
Gente Vieja,1898,"Palacio, Manuel del",,http://viaf.org/viaf/2636638,M,Spain,1831,1906,73,La vejez militante: Don Manuel del Palacio,106,1904-03-30,1904-03-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1899,Anonymous,,n.I.,NA,NA,NA,NA,NA,Manuel del Palacio,106,1904-03-30,1904-03-30,Image,n.I.,,,
Gente Vieja,1900,"Huesca, Federico",,http://viaf.org/viaf/87667966,M,Spain,1841,1904,deceased,"Cosas que fueron: Una cacería en 1869, en Riofrío",107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1901,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Grupo de cazadores en Riofrío (1869), siendo Administrador de La Granja el célebre Puchets",107,1904-04-15,1904-04-15,Image,n.I.,,,
Gente Vieja,1902,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,D. Antonio García Gutiérrez,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1903,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Antonio García Gutiérrez,107,1904-04-15,1904-04-15,Image,n.I.,,,
Gente Vieja,1904,"Sevilla, Fernando",,First search unsuccessful,M,NA,NA,NA,NA,El Marqués de Molins,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1905,Anonymous,,n.I.,NA,NA,NA,NA,NA,"D. Mariano Roca de Togores, Marqués de Molins",107,1904-04-15,1904-04-15,Image,n.I.,,,
Gente Vieja,1906,"Ossorio y Bernard, Manuel",,http://viaf.org/viaf/19809780,M,Spain,1839,1904,deceased,Don Juan Eugenio Hartzenbusch,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1907,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Juan Eugenio Hartzenbusch,107,1904-04-15,1904-04-15,Image,n.I.,,,
Gente Vieja,1908,"Calvo Rodríguez, Carmelo",,http://viaf.org/viaf/87726865,M,Spain,NA,NA,NA,La soledad,107,1904-04-15,1904-04-15,Lyricism,Spanish,,,
Gente Vieja,1909,"Sánchez Garay, Concepción",,First search unsuccessful,F,NA,NA,NA,NA,Cuaresma,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1910,"Conte, Octavio J.",,First search unsuccessful,M,NA,NA,NA,NA,Sombras,107,1904-04-15,1904-04-15,Lyricism,Spanish,,,
Gente Vieja,1911,"Pareja Serrada, Antonio",,http://viaf.org/viaf/308756965,M,Spain,1842,1924,62,Un rasgo de Ortiz de Pinedo,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,Aberlardo,,
Gente Vieja,1912,"Balart, Federico",,http://viaf.org/viaf/56173138,M,Spain,1831,1905,73,En el cementerio (fragmento),107,1904-04-15,1904-04-15,Lyricism,Spanish,,,
Gente Vieja,1913,"Álvarez Guerra, Juan",,http://viaf.org/viaf/106991330,M,Spain,1843,1905,61,La vejez militante: D. Juan Álvarez Guerra,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1914,Anonymous,,n.I.,NA,NA,NA,NA,NA,Juan Álvarez Guerra,107,1904-04-15,1904-04-15,Image,n.I.,,,
Gente Vieja,1915,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,70,Tarjeta postales en vistas de Granada,107,1904-04-15,1904-04-15,Lyricism,Spanish,,,
Gente Vieja,1916,Judic,,n.I.,NA,NA,NA,NA,NA,Cartas de Judic (Para el bello sexo),107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1917,"Sánchez Pesquera, Miguel",,http://viaf.org/viaf/313262052,M,Venezuela,1851,1920,53,La vida,107,1904-04-15,1904-04-15,Lyricism,Spanish,,,
Gente Vieja,1918,Anonymous,,n.I.,NA,NA,NA,NA,NA,Ventajas de La Mutualidad Española,107,1904-04-15,1904-04-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1919,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron: La Revolución de 1854: Un episodio de Isabel II,108,1904-04-30,1904-04-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1920,Anonymous,,n.I.,NA,NA,NA,NA,NA,Desfile de todos los defensores de las barricadas por delante del edificio que ocupaban la Junta y el Duque de la Victoria,108,1904-04-30,1904-04-30,Image,n.I.,,,
Gente Vieja,1921,Anonymous,,n.I.,NA,NA,NA,NA,NA,La fuerza de las barricadas marchando á desfilar por delante de Palacio,108,1904-04-30,1904-04-30,Image,n.I.,,,
Gente Vieja,1922,Anonymous,,n.I.,NA,NA,NA,NA,NA,La redacción de Las Novedades en la mañana del 19 de Julio,108,1904-04-30,1904-04-30,Image,n.I.,,,
Gente Vieja,1923,Anonymous,,n.I.,NA,NA,NA,NA,NA,La España municipal: D. José Aparicio Vázquez (Alcalde de Ronda),108,1904-04-30,1904-04-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1924,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. José Aparicio Vázquez,108,1904-04-30,1904-04-30,Image,n.I.,,,
Gente Vieja,1925,"Carmena y Millán, Luis",,http://viaf.org/viaf/10081792,M,Spain,1845,1904,deceased,Bretón de los Herreros y Don Juan Martínez Villergas,108,1904-04-30,1904-04-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1926,"Herranz, Juan José",,http://viaf.org/viaf/11873776,M,Spain,1839,1912,65,A una cubana,108,1904-04-30,1904-04-30,Lyricism,Spanish,,,
Gente Vieja,1927,"Collantes, Saturnino Esteban",,http://viaf.org/viaf/87368529,M,Spain,1847,1937,57,La vejez militante: Don Saturnino Esteban Collantes,108,1904-04-30,1904-04-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1928,Anonymous,,n.I.,NA,NA,NA,NA,NA,Don Saturnino Esteban Collantes,108,1904-04-30,1904-04-30,Image,n.I.,,,
Gente Vieja,1929,"Palacio, Manuel del",,http://viaf.org/viaf/2636638,M,Spain,1831,1906,73,Tarjetas postales: Á una cubanita,108,1904-04-30,1904-04-30,Lyricism,Spanish,,,
Gente Vieja,1930,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,108,1904-04-30,1904-04-30,Review,Spanish,,,
Gente Vieja,1931,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,Decena teatral,108,1904-04-30,1904-04-30,Review,Spanish,,,
Gente Vieja,1932,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron: El día del Corpus á mediados del siglo pasado. Un episodio de la guerra de África,109,1904-05-15,1904-05-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1933,Anonymous,,n.I.,NA,NA,NA,NA,NA,El día del Corpus á mediados del siglo pasado,109,1904-05-15,1904-05-15,Image,n.I.,,,
Gente Vieja,1934,"Fernández Saus, Ramiro",,First search unsuccessful,M,NA,NA,NA,NA,Un episodio de la guerra de África (cuadro de Saus),109,1904-05-15,1904-05-15,Image,n.I.,,,
Gente Vieja,1935,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,70,Tarjeta postal,109,1904-05-15,1904-05-15,Lyricism,Spanish,,,
Gente Vieja,1936,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Aquellos hombres: D. Juan Valero y Soto,109,1904-05-15,1904-05-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1937,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Juan Valero y Soto,109,1904-05-15,1904-05-15,Image,n.I.,,,
Gente Vieja,1938,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,109,1904-05-15,1904-05-15,Image,n.I.,,,
Gente Vieja,1939,"Olmedilla y Puig, Joaquín",,http://viaf.org/viaf/77781688,M,Spain,1842,1914,62,Lo que vale la gente vieja,109,1904-05-15,1904-05-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1940,"Calvo Rodríguez, Carmelo",,http://viaf.org/viaf/87726865,M,Spain,NA,NA,NA,La espada,109,1904-05-15,1904-05-15,Lyricism,Spanish,,,
Gente Vieja,1941,"Marín, Juan Bautista",,First search unsuccessful,M,NA,NA,NA,NA,Plumas de ave (cuento andaluz),109,1904-05-15,1904-05-15,Fictional Prose,Spanish,,,
Gente Vieja,1942,"Prugent Lobera, Enrique",,http://viaf.org/viaf/87149496,M,NA,NA,NA,NA,Señor Don Miguel Cervantes (carta familiar),109,1904-05-15,1904-05-15,Fictional Prose,Spanish,,,
Gente Vieja,1943,"Sánchez Pérez, Antonio",,http://viaf.org/viaf/17600453,M,Spain,1838,1912,66,La vejez militante: Don Antonio Sánchez Pérez,109,1904-05-15,1904-05-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1944,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Antonio Sánchez Pérez,109,1904-05-15,1904-05-15,Image,n.I.,,,
Gente Vieja,1945,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,109,1904-05-15,1904-05-15,Review,Spanish,,,
Gente Vieja,1946,Anonymous,,n.I.,NA,NA,NA,NA,NA,El Rey en Málaga: Visita á las Destilencias de Jiménez & Lamothe,109,1904-05-15,1904-05-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1947,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,"Cosas que fueron: Entrada por la Puerta de Alcalá de una parte del ejército de Blaser en 1854, El general San Miguel, El general O'Donnell",110,1904-05-30,1904-05-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1948,Anonymous,,n.I.,NA,NA,NA,NA,NA,Entrada por la Puerta de Alcalá de la división que salió á perseguir á las tropas libertadoras,110,1904-05-30,1904-05-30,Image,n.I.,,,
Gente Vieja,1949,Anonymous,,n.I.,NA,NA,NA,NA,NA,El Excmo. Sr. D. Evaristo San Miguel (Retrato de 1854),110,1904-05-30,1904-05-30,Image,n.I.,,,
Gente Vieja,1950,Anonymous,,n.I.,NA,NA,NA,NA,NA,"D. Leopoldo O'Donnell, conde de Lucena y primer duque de Tetuán (Retrato de 1854)",110,1904-05-30,1904-05-30,Image,n.I.,,,
Gente Vieja,1951,"Paláu, Melchor de",,http://viaf.org/viaf/24444391,M,Spain,1843,1910,61,Cantares,110,1904-05-30,1904-05-30,Lyricism,Spanish,,,
Gente Vieja,1952,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Ecos de un sueño,110,1904-05-30,1904-05-30,Fictional Prose,Spanish,,,
Gente Vieja,1953,"Iglesias, Santiago",,First search unsuccessful,M,NA,NA,NA,NA,Fracaso teatral,110,1904-05-30,1904-05-30,Lyricism,Spanish,,,
Gente Vieja,1954,"Echegaray, José",,http://viaf.org/viaf/79077383,M,Spain,1832,1916,72,Sociología de animales,110,1904-05-30,1904-05-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1955,"Valero de Tornos, Juan",Garci-Fernández,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Periodistas españoles del siglo XIX,110,1904-05-30,1904-05-30,Review,Spanish,,,
Gente Vieja,1956,"Balbín de Unquera, Antonio",,http://viaf.org/viaf/59869851,M,Spain,1842,1919,62,La vejez militante: Don Antonio Balbín de Unquera,110,1904-05-30,1904-05-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1957,Anonymous,,n.I.,NA,NA,NA,NA,NA,D. Antonio Balbín de Unquera,110,1904-05-30,1904-05-30,Image,n.I.,,,
Gente Vieja,1958,"Llorente Fernández, Ildefonso",,http://viaf.org/viaf/100918101,M,Spain,1836,NA,68,Con rumbo hacia allá… Barcerola,110,1904-05-30,1904-05-30,Lyricism,Spanish,,,
Gente Vieja,1959,"González Agejas, Lorenzo",,https://web.ua.es/es/histrad/documentos/biografias/lorenzo-gonzalez-agejas.pdf,M,Spain,1849,NA,55,Inculturas cultas,110,1904-05-30,1904-05-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1960,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía - Libros populares,110,1904-05-30,1904-05-30,Review,Spanish,,,
Gente Vieja,1961,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Interrogatorio de Gente Vieja,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1962,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron - Mesonero Romanos,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1963,Anonymous,,n.I.,NA,NA,NA,NA,NA,Ramón de Mesonero Romanos,111,1904-06-15,1904-06-15,Image,n.I.,,,
Gente Vieja,1964,"Hernández González, José",,First search unsuccessful,M,NA,NA,NA,NA,Chateaubriand 1768-1848,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1965,Anonymous,,n.I.,NA,NA,NA,NA,NA,Chateaubriand,111,1904-06-15,1904-06-15,Image,n.I.,,,
Gente Vieja,1966,"Ossorio y Bernard, Manuel",,http://viaf.org/viaf/19809780,M,Spain,1839,1904,deceased,Antonio Arnao,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1967,Anonymous,,n.I.,NA,NA,NA,NA,NA,Antonio Arnao,111,1904-06-15,1904-06-15,Image,n.I.,,,
Gente Vieja,1968,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,70,El Albaicín (Granada) (Fragmento),111,1904-06-15,1904-06-15,Lyricism,Spanish,,,
Gente Vieja,1969,X.,,n.I.,NA,NA,NA,NA,NA,Julián Gayarre,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1970,Anonymous,,n.I.,NA,NA,NA,NA,NA,Julián Gayarre,111,1904-06-15,1904-06-15,Image,n.I.,,,
Gente Vieja,1971,Un Macero del Congreso,,n.I.,M,NA,NA,NA,NA,Conato de revista parlamentaria,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1972,Uno que fue amigo de Barrutia,,n.I.,M,NA,NA,NA,NA,La decena dramática,111,1904-06-15,1904-06-15,Review,Spanish,,,
Gente Vieja,1973,"Urbano, Rafael",,http://viaf.org/viaf/87923160,M,Spain,1870,1924,34,Nicolás Díaz Pérez,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1974,"Luceño, Tomás",,http://viaf.org/viaf/14342364,M,Spain,1844,1933,60,Plancha de un bibliotecario,111,1904-06-15,1904-06-15,Lyricism,Spanish,,,
Gente Vieja,1975,"Vega, Ricardo de la",,http://viaf.org/viaf/59348871,M,Spain,1839,1910,65,La vejez militante: D. Ricardo de la Vega,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1976,Anonymous,,n.I.,NA,NA,NA,NA,NA,Ricardo de la Vega,111,1904-06-15,1904-06-15,Image,n.I.,,,
Gente Vieja,1977,"Valero de Tornos, Juan",Garci-Fernández,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Una fiesta industrial,111,1904-06-15,1904-06-15,Non-fictional Prose,Spanish,,,
Gente Vieja,1978,"Valero de Tornos, Juan",Garci-Fernández,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que son: La Fiesta del Árbol y la Ciudad Lineal,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1979,Anonymous,,n.I.,NA,NA,NA,NA,NA,Las carreras de cimas,112,1904-06-30,1904-06-30,Image,n.I.,,,
Gente Vieja,1980,Anonymous,,n.I.,NA,NA,NA,NA,NA,Grupo de cabezudas en las cucañas grotescas,112,1904-06-30,1904-06-30,Image,n.I.,,,
Gente Vieja,1981,Anonymous,,n.I.,NA,NA,NA,NA,NA,Banquete en honor de los Colegios de primera y segunda enseñanza,112,1904-06-30,1904-06-30,Image,n.I.,,,
Gente Vieja,1982,Anonymous,,n.I.,NA,NA,NA,NA,NA,"El alumno Martín Corral y Aguirre, del Colegio Teresiano, en el momento de pronunciar su discurso",112,1904-06-30,1904-06-30,Image,n.I.,,,
Gente Vieja,1983,"Moret, Segismundo",,http://viaf.org/viaf/49146824844407631043,M,Spain,1833,1913,71,Centenario del Quijote: Contestaciones al interrogatorio,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1984,"Montero Ríos, Eugenio",,http://viaf.org/viaf/66720534,M,Spain,1832,1914,72,Centenario del Quijote: Contestaciones al interrogatorio,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1985,"Ventura, Arturo",,First search unsuccessful,M,NA,NA,NA,NA,Centenario del Quijote: Contestaciones al interrogatorio,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1986,"Ossorio y Bernard, Manuel",,http://viaf.org/viaf/19809780,M,Spain,1839,1904,deceased,Centenario del Quijote: Contestaciones al interrogatorio,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1987,"Afán de Ribera, Antonio Joaquín",,http://viaf.org/viaf/11915899,M,Spain,1834,1906,70,Tarjetas postales en vistas de Granada,112,1904-06-30,1904-06-30,Lyricism,Spanish,,,
Gente Vieja,1988,"Labra, Rafael M. de",,http://viaf.org/viaf/22275246,M,Spain,1841,1918,63,Un olvidado,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1989,"Martínez, José María",,First search unsuccessful,M,NA,NA,NA,NA,Desinterés,112,1904-06-30,1904-06-30,Lyricism,Spanish,,,
Gente Vieja,1990,"Madariaga, Federico de",,http://viaf.org/viaf/87094284,M,Spain,1846,1927,58,Milicia vieja (chapado),112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1991,"Zapata, Marcos",,http://viaf.org/viaf/30877402,M,Spain,1845,1913,59,La vejez militante,112,1904-06-30,1904-06-30,Lyricism,Spanish,,,
Gente Vieja,1992,Anonymous,,n.I.,NA,NA,NA,NA,NA,Marcos Zapata,112,1904-06-30,1904-06-30,Image,n.I.,,,
Gente Vieja,1993,Anonymous,,n.I.,NA,NA,NA,NA,NA,Los que se van,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1994,Anonymous,,n.I.,NA,NA,NA,NA,NA,Antonio Almendros y Aguilar,112,1904-06-30,1904-06-30,Image,n.I.,,,
Gente Vieja,1995,Anonymous,,n.I.,NA,NA,NA,NA,NA,Los que se van,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1996,"Herranz, Juan José",,http://viaf.org/viaf/11873776,M,Spain,1839,1912,65,Tarjeta postal,112,1904-06-30,1904-06-30,Lyricism,Spanish,,,
Gente Vieja,1997,Un Macero del Congreso,,n.I.,M,NA,NA,NA,NA,Revista parlamentaria,112,1904-06-30,1904-06-30,Non-fictional Prose,Spanish,,,
Gente Vieja,1998,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,112,1904-06-30,1904-06-30,Review,Spanish,,,
Gente Vieja,1999,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron: El Conde de Reus y doña María Cristina,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2000,Anonymous,,n.I.,NA,NA,NA,NA,NA,Juan Prim,113,1904-07-15,1904-07-15,Image,n.I.,,,
Gente Vieja,2001,Anonymous,,n.I.,NA,NA,NA,NA,NA,Doña María Cristina,113,1904-07-15,1904-07-15,Image,n.I.,,,
Gente Vieja,2002,El Marqués de la Vega de Armijo,,n.I.,M,NA,NA,NA,NA,Centenario del Quijote: Contestaciones al interrogatorio,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2003,"Primo de Rivera y Sobremonte, Fernando",,http://viaf.org/viaf/26968317,M,Spain,1831,1921,73,Centenario del Quijote: Contestaciones al interrogatorio,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2004,"Mancheño y Olivares, Miguel",,http://viaf.org/viaf/38719224,M,Spain,1843,1922,61,Centenario del Quijote: Contestaciones al interrogatorio,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2005,"Sánchez y Rubio, Eduardo",,First search unsuccessful,M,NA,NA,NA,NA,Centenario del Quijote: Contestaciones al interrogatorio,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2006,"López de Ayala, Adelardo",,http://viaf.org/viaf/267848,M,Spain,1828,1879,deceased,La Pluma,113,1904-07-15,1904-07-15,Lyricism,Spanish,,,
Gente Vieja,2007,Un Macero del Congreso,,n.I.,M,NA,NA,NA,NA,Crónica parlamentaria,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2008,"Fabraquer, José Muñoz Maldonado, conde de",,http://viaf.org/viaf/18158826,M,Spain,1807,1875,deceased,Curiosidades históricas: Dos bofetadas,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2009,"Avilés Rodríguez, Ángel",,http://viaf.org/viaf/87494242,M,Spain,1842,1924,62,Epigrama,113,1904-07-15,1904-07-15,Lyricism,Spanish,,,
Gente Vieja,2010,"Novo y Colson, Pedro de",,http://viaf.org/viaf/23763830,M,Spain,1846,1931,58,La vejez militante: Don Pedro Novo y Colson,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2011,"Sepúlveda, Ricardo",,http://viaf.org/viaf/16187314,M,Spain,1846,1909,58,La calle de Segovia,113,1904-07-15,1904-07-15,Lyricism,Spanish,,,
Gente Vieja,2012,Anonymous,,n.I.,NA,NA,NA,NA,NA,Bibliografía,113,1904-07-15,1904-07-15,Review,Spanish,,,
Gente Vieja,2013,Anonymous,,n.I.,NA,NA,NA,NA,NA,Concurso nouveau-siècle,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2014,Anonymous,,n.I.,NA,NA,NA,NA,NA,Asturias industrial,113,1904-07-15,1904-07-15,Non-fictional Prose,Spanish,,,
Gente Vieja,2015,"Valero de Tornos, Juan",,http://viaf.org/viaf/52068917,M,Spain,1842,1905,62,Cosas que fueron: La Tribuna del Museo de Pinturas de Madrid en 1854,114,1904-07-30,1904-07-30,Non-fictional Prose,Spanish,,,
